"filename", "language", "Python", "Markdown", "MS SQL", "comment", "blank", "total"
"d:\Exam-paper\backend\.venv\Lib\site-packages\paddle\_typing\libs\README.md", "Markdown", 0, 3, 0, 0, 3, 6
"d:\Exam-paper\backend\.venv\Lib\site-packages\paddleclas\README.md", "Markdown", 0, 162, 0, 0, 61, 223
"d:\Exam-paper\backend\.venv\Lib\site-packages\paddleclas\docs\en\inference_deployment\whl_deploy_en.md", "Markdown", 0, 253, 0, 0, 84, 337
"d:\Exam-paper\backend\.venv\Lib\site-packages\paddleocr\README.md", "Markdown", 0, 203, 0, 0, 57, 260
"d:\Exam-paper\backend\.venv\Lib\site-packages\pip-26.0.dist-info\licenses\src\pip\_vendor\idna\LICENSE.md", "Markdown", 0, 25, 0, 0, 7, 32
"d:\Exam-paper\backend\.venv\Lib\site-packages\pip\_vendor\idna\LICENSE.md", "Markdown", 0, 25, 0, 0, 7, 32
"d:\Exam-paper\backend\.venv\Lib\site-packages\pyparsing\ai\best_practices.md", "Markdown", 0, 67, 0, 4, 5, 76
"d:\Exam-paper\backend\.venv\Lib\site-packages\pypdfium2-5.3.0.dist-info\licenses\data\windows_x64\BUILD_LICENSES\libjpeg_turbo.md", "Markdown", 0, 101, 0, 0, 35, 136
"d:\Exam-paper\backend\.venv\Lib\site-packages\pyreadline3-3.5.4.dist-info\LICENSE.md", "Markdown", 0, 37, 0, 0, 17, 54
"d:\Exam-paper\backend\.venv\Lib\site-packages\scipy\fft\_pocketfft\LICENSE.md", "Markdown", 0, 22, 0, 0, 4, 26
"d:\Exam-paper\backend\.venv\Lib\site-packages\sklearn\externals\array_api_compat\README.md", "Markdown", 0, 1, 0, 0, 1, 2
"d:\Exam-paper\backend\.venv\Lib\site-packages\sklearn\externals\array_api_extra\README.md", "Markdown", 0, 1, 0, 0, 1, 2
"d:\Exam-paper\backend\.venv\Lib\site-packages\soupsieve-2.8.3.dist-info\licenses\LICENSE.md", "Markdown", 0, 17, 0, 0, 5, 22
"d:\Exam-paper\backend\.venv\Lib\site-packages\starlette-0.37.2.dist-info\licenses\LICENSE.md", "Markdown", 0, 22, 0, 0, 6, 28
"d:\Exam-paper\backend\.venv\Lib\site-packages\torchgen\packaged\autograd\README.md", "Markdown", 0, 3, 0, 0, 1, 4
"d:\Exam-paper\backend\.venv\Lib\site-packages\uuid_utils-0.12.0.dist-info\licenses\LICENSE.md", "Markdown", 0, 22, 0, 0, 5, 27
